GeneratorTemp: 33.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 11:07:16.480
WindSpeed: 2.8 m/s
RotorSpeed: 38.0 rpm
GeneratorSpeed: 475.0 rpm
Power: 1.1 kW
GeneratorTemp: 38.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 13:07:45.719
WindSpeed: 3.3 m/s
RotorSpeed: 35.6 rpm
GeneratorSpeed: 458.0 rpm
Power: 0.89 kW
GeneratorTemp: 40.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 14:47:53.801
WindSpeed: 2.7 m/s
RotorSpeed: 32.5 rpm
GeneratorSpeed: 409.0 rpm
Power: 0.59 kW
GeneratorTemp: 39.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 15:09:42.519
WindSpeed: 3.4 m/s
RotorSpeed: 31.6 rpm
GeneratorSpeed: 381.0 rpm
Power: 0.4 kW
GeneratorTemp: 41.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 12:03:15.252
WindSpeed: 4.1 m/s
RotorSpeed: 40.5 rpm
GeneratorSpeed: 488.0 rpm
Power: 1.18 kW
GeneratorTemp: 43.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 15:50:43.707
WindSpeed: 2.1 m/s
RotorSpeed: 28.2 rpm
GeneratorSpeed: 358.0 rpm
Power: 0.28 kW
GeneratorTemp: 39.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 11:48:46.708
WindSpeed: 3.8 m/s
RotorSpeed: 39.6 rpm
GeneratorSpeed: 485.0 rpm
Power: 1.16 kW
GeneratorTemp: 36.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 18:01:19.896
WindSpeed: 3.1 m/s
RotorSpeed: 39.8 rpm
GeneratorSpeed: 496.0 rpm
Power: 1.3 kW
GeneratorTemp: 38.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 09:53:49.338
WindSpeed: 2.7 m/s
RotorSpeed: 32.3 rpm
GeneratorSpeed: 405.0 rpm
Power: 0.56 kW
GeneratorTemp: 31.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 15:55:30.304
WindSpeed: 3.6 m/s
RotorSpeed: 38.0 rpm
GeneratorSpeed: 464.0 rpm
Power: 0.96 kW
GeneratorTemp: 39.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 13:28:05.080
WindSpeed: 4.4 m/s
RotorSpeed: 56.6 rpm
GeneratorSpeed: 686.0 rpm
Power: 4.38 kW
GeneratorTemp: 44.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 11:57:19.623
WindSpeed: 2.8 m/s
RotorSpeed: 38.8 rpm
GeneratorSpeed: 492.0 rpm
Power: 1.26 kW
GeneratorTemp: 39.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 09:57:12.787
WindSpeed: 3.7 m/s
RotorSpeed: 45.8 rpm
GeneratorSpeed: 571.0 rpm
Power: 2.22 kW
GeneratorTemp: 33.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 10:59:57.729
WindSpeed: 4.8 m/s
RotorSpeed: 57.9 rpm
GeneratorSpeed: 676.0 rpm
Power: 4.1 kW
GeneratorTemp: 36.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 16:56:41.784
WindSpeed: 2.7 m/s
RotorSpeed: 37.4 rpm
GeneratorSpeed: 469.0 rpm
Power: 1.0 kW
GeneratorTemp: 38.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 15:47:45.392
WindSpeed: 2.7 m/s
RotorSpeed: 32.8 rpm
GeneratorSpeed: 404.0 rpm
Power: 0.52 kW
GeneratorTemp: 39.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 04:26:12.709
WindSpeed: 2.1 m/s
RotorSpeed: 25.2 rpm
GeneratorSpeed: 328.0 rpm
Power: 0.17 kW
GeneratorTemp: 25.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 17:54:34.167
WindSpeed: 3.1 m/s
RotorSpeed: 39.0 rpm
GeneratorSpeed: 488.0 rpm
Power: 1.16 kW
GeneratorTemp: 38.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 16:07:39.604
WindSpeed: 4.3 m/s
RotorSpeed: 45.7 rpm
GeneratorSpeed: 532.0 rpm
Power: 1.69 kW
GeneratorTemp: 38.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 11:01:03.855
WindSpeed: 2.8 m/s
RotorSpeed: 43.3 rpm
GeneratorSpeed: 533.0 rpm
Power: 1.69 kW
GeneratorTemp: 37.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 13:07:38.701
WindSpeed: 2.5 m/s
RotorSpeed: 37.8 rpm
GeneratorSpeed: 469.0 rpm
Power: 0.99 kW
GeneratorTemp: 40.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 11:33:22.112
WindSpeed: 2.4 m/s
RotorSpeed: 21.0 rpm
GeneratorSpeed: 275.0 rpm
Power: 0.03 kW
GeneratorTemp: 37.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 12:08:11.845
WindSpeed: 4.0 m/s
RotorSpeed: 50.6 rpm
GeneratorSpeed: 608.0 rpm
Power: 2.8 kW
GeneratorTemp: 41.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 10:29:55.351
WindSpeed: 4.0 m/s
RotorSpeed: 55.3 rpm
GeneratorSpeed: 670.0 rpm
Power: 3.98 kW
GeneratorTemp: 33.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 17:44:14.926
WindSpeed: 2.3 m/s
RotorSpeed: 32.3 rpm
GeneratorSpeed: 418.0 rpm
Power: 0.63 kW
GeneratorTemp: 38.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 05:43:32.625
WindSpeed: 2.1 m/s
RotorSpeed: 32.8 rpm
GeneratorSpeed: 409.0 rpm
Power: 0.55 kW
GeneratorTemp: 27.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 13:27:45.026
WindSpeed: 4.2 m/s
RotorSpeed: 56.5 rpm
GeneratorSpeed: 704.0 rpm
Power: 4.91 kW
GeneratorTemp: 43.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 11:24:29.171
WindSpeed: 2.9 m/s
RotorSpeed: 42.9 rpm
GeneratorSpeed: 526.0 rpm
Power: 1.59 kW
GeneratorTemp: 35.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 15:02:38.626
WindSpeed: 4.1 m/s
RotorSpeed: 54.6 rpm
GeneratorSpeed: 665.0 rpm
Power: 3.91 kW
GeneratorTemp: 39.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 13:24:56.657
WindSpeed: 5.5 m/s
RotorSpeed: 65.8 rpm
GeneratorSpeed: 745.0 rpm
Power: 5.95 kW
GeneratorTemp: 39.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 14:38:06.752
WindSpeed: 2.5 m/s
RotorSpeed: 32.4 rpm
GeneratorSpeed: 402.0 rpm
Power: 0.49 kW
GeneratorTemp: 41.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 12:40:54.816
WindSpeed: 4.6 m/s
RotorSpeed: 50.8 rpm
GeneratorSpeed: 634.0 rpm
Power: 3.27 kW
GeneratorTemp: 42.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 12:13:39.561
WindSpeed: 2.3 m/s
RotorSpeed: 35.0 rpm
GeneratorSpeed: 422.0 rpm
Power: 0.64 kW
GeneratorTemp: 39.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 17:01:18.207
WindSpeed: 4.0 m/s
RotorSpeed: 50.0 rpm
GeneratorSpeed: 611.0 rpm
Power: 2.82 kW
GeneratorTemp: 40.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 13:26:04.767
WindSpeed: 6.0 m/s
RotorSpeed: 63.8 rpm
GeneratorSpeed: 714.0 rpm
Power: 4.99 kW
GeneratorTemp: 40.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 16:29:09.807
WindSpeed: 3.8 m/s
RotorSpeed: 40.8 rpm
GeneratorSpeed: 514.0 rpm
Power: 1.47 kW
GeneratorTemp: 40.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 08:36:53.620
WindSpeed: 3.1 m/s
RotorSpeed: 42.7 rpm
GeneratorSpeed: 527.0 rpm
Power: 1.65 kW
GeneratorTemp: 28.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 10:36:12.185
WindSpeed: 2.5 m/s
RotorSpeed: 29.7 rpm
GeneratorSpeed: 374.0 rpm
Power: 0.38 kW
GeneratorTemp: 38.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 09:41:27.773
WindSpeed: 2.8 m/s
RotorSpeed: 35.6 rpm
GeneratorSpeed: 457.0 rpm
Power: 0.92 kW
GeneratorTemp: 30.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 17:16:08.853
WindSpeed: 2.3 m/s
RotorSpeed: 27.1 rpm
GeneratorSpeed: 338.0 rpm
Power: 0.17 kW
GeneratorTemp: 38.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 12:23:11.684
WindSpeed: 3.3 m/s
RotorSpeed: 50.3 rpm
GeneratorSpeed: 619.0 rpm
Power: 2.99 kW
GeneratorTemp: 42.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-26 09:21:25.659
WindSpeed: 2.4 m/s
RotorSpeed: 42.0 rpm
GeneratorSpeed: 529.0 rpm
Power: 1.69 kW
GeneratorTemp: 31.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 16:56:41.319000
WindSpeed: 3.1 m/s
RotorSpeed: 41.2 rpm
GeneratorSpeed: 523.0 rpm
Power: 1.6 kW
GeneratorTemp: 51.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 09:49:43.164000
WindSpeed: 5.3 m/s
RotorSpeed: 64.9 rpm
GeneratorSpeed: 767.0 rpm
Power: 6.57 kW
GeneratorTemp: 45.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 10:33:00.936999
WindSpeed: 3.9 m/s
RotorSpeed: 57.7 rpm
GeneratorSpeed: 725.0 rpm
Power: 5.51 kW
GeneratorTemp: 41.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 10:58:43.630000
WindSpeed: 4.7 m/s
RotorSpeed: 61.7 rpm
GeneratorSpeed: 746.0 rpm
Power: 6.05 kW
GeneratorTemp: 45.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 15:42:46.593999
WindSpeed: 5.2 m/s
RotorSpeed: 66.4 rpm
GeneratorSpeed: 774.0 rpm
Power: 6.47 kW
GeneratorTemp: 51.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 18:04:35.307000
WindSpeed: 2.6 m/s
RotorSpeed: 40.5 rpm
GeneratorSpeed: 499.0 rpm
Power: 1.33 kW
GeneratorTemp: 43.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 07:26:34.760000
WindSpeed: 2.1 m/s
RotorSpeed: 36.7 rpm
GeneratorSpeed: 472.0 rpm
Power: 1.09 kW
GeneratorTemp: 31.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 13:17:51.056999
WindSpeed: 5.6 m/s
RotorSpeed: 67.1 rpm
GeneratorSpeed: 772.0 rpm
Power: 6.54 kW
GeneratorTemp: 59.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 13:17:38.998000
WindSpeed: 3.4 m/s
RotorSpeed: 56.9 rpm
GeneratorSpeed: 663.0 rpm
Power: 3.77 kW
GeneratorTemp: 59.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 12:57:15.564000
WindSpeed: 3.2 m/s
RotorSpeed: 39.0 rpm
GeneratorSpeed: 494.0 rpm
Power: 1.27 kW
GeneratorTemp: 55.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 08:33:59.252000
WindSpeed: 3.9 m/s
RotorSpeed: 46.8 rpm
GeneratorSpeed: 586.0 rpm
Power: 2.54 kW
GeneratorTemp: 44.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:05:47.454000
WindSpeed: 6.6 m/s
RotorSpeed: 65.4 rpm
GeneratorSpeed: 771.0 rpm
Power: 6.55 kW
GeneratorTemp: 45.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:45:30.111000
WindSpeed: 4.7 m/s
RotorSpeed: 45.4 rpm
GeneratorSpeed: 536.0 rpm
Power: 1.7 kW
GeneratorTemp: 46.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 06:44:54.176999
WindSpeed: 2.8 m/s
RotorSpeed: 40.8 rpm
GeneratorSpeed: 505.0 rpm
Power: 1.42 kW
GeneratorTemp: 27.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 17:24:41.187000
WindSpeed: 3.0 m/s
RotorSpeed: 32.9 rpm
GeneratorSpeed: 389.0 rpm
Power: 0.43 kW
GeneratorTemp: 44.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 13:51:54.161999
WindSpeed: 3.4 m/s
RotorSpeed: 42.2 rpm
GeneratorSpeed: 509.0 rpm
Power: 1.4 kW
GeneratorTemp: 53.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:17:52.792000
WindSpeed: 3.0 m/s
RotorSpeed: 42.7 rpm
GeneratorSpeed: 552.0 rpm
Power: 2.0 kW
GeneratorTemp: 47.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 18:53:12.294000
WindSpeed: 2.8 m/s
RotorSpeed: 34.3 rpm
GeneratorSpeed: 436.0 rpm
Power: 0.79 kW
GeneratorTemp: 41.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 16:44:46.766000
WindSpeed: 3.7 m/s
RotorSpeed: 36.4 rpm
GeneratorSpeed: 457.0 rpm
Power: 0.91 kW
GeneratorTemp: 49.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 09:31:52.974000
WindSpeed: 4.0 m/s
RotorSpeed: 49.2 rpm
GeneratorSpeed: 613.0 rpm
Power: 2.92 kW
GeneratorTemp: 42.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 10:41:09.768999
WindSpeed: 3.2 m/s
RotorSpeed: 53.0 rpm
GeneratorSpeed: 632.0 rpm
Power: 3.26 kW
GeneratorTemp: 42.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 17:09:08.414000
WindSpeed: 3.7 m/s
RotorSpeed: 36.1 rpm
GeneratorSpeed: 443.0 rpm
Power: 0.83 kW
GeneratorTemp: 48.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 15:31:23.294000
WindSpeed: 4.6 m/s
RotorSpeed: 50.1 rpm
GeneratorSpeed: 599.0 rpm
Power: 2.62 kW
GeneratorTemp: 49.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 12:12:41.284000
WindSpeed: 4.8 m/s
RotorSpeed: 49.5 rpm
GeneratorSpeed: 593.0 rpm
Power: 2.56 kW
GeneratorTemp: 46.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 16:44:13.699000
WindSpeed: 3.2 m/s
RotorSpeed: 50.0 rpm
GeneratorSpeed: 618.0 rpm
Power: 3.02 kW
GeneratorTemp: 49.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 07:20:57.187000
WindSpeed: 2.5 m/s
RotorSpeed: 41.8 rpm
GeneratorSpeed: 519.0 rpm
Power: 1.59 kW
GeneratorTemp: 30.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 06:24:00.003000
WindSpeed: 2.2 m/s
RotorSpeed: 36.8 rpm
GeneratorSpeed: 461.0 rpm
Power: 1.0 kW
GeneratorTemp: 22.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 17:58:33.676999
WindSpeed: 2.2 m/s
RotorSpeed: 35.1 rpm
GeneratorSpeed: 435.0 rpm
Power: 0.75 kW
GeneratorTemp: 41.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 16:52:58.824999
WindSpeed: 4.4 m/s
RotorSpeed: 50.7 rpm
GeneratorSpeed: 620.0 rpm
Power: 3.01 kW
GeneratorTemp: 50.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 13:46:38.579000
WindSpeed: 3.8 m/s
RotorSpeed: 50.7 rpm
GeneratorSpeed: 626.0 rpm
Power: 3.06 kW
GeneratorTemp: 54.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 15:38:15.112000
WindSpeed: 4.2 m/s
RotorSpeed: 61.7 rpm
GeneratorSpeed: 750.0 rpm
Power: 6.08 kW
GeneratorTemp: 52.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:09:36.876000
WindSpeed: 2.5 m/s
RotorSpeed: 31.1 rpm
GeneratorSpeed: 393.0 rpm
Power: 0.47 kW
GeneratorTemp: 46.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:12:02.148999
WindSpeed: 4.8 m/s
RotorSpeed: 61.8 rpm
GeneratorSpeed: 755.0 rpm
Power: 6.29 kW
GeneratorTemp: 46.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:28:44.220999
WindSpeed: 4.2 m/s
RotorSpeed: 60.9 rpm
GeneratorSpeed: 744.0 rpm
Power: 5.92 kW
GeneratorTemp: 50.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 08:23:06.110000
WindSpeed: 3.4 m/s
RotorSpeed: 49.4 rpm
GeneratorSpeed: 616.0 rpm
Power: 2.98 kW
GeneratorTemp: 46.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 07:13:51.302000
WindSpeed: 2.2 m/s
RotorSpeed: 35.8 rpm
GeneratorSpeed: 437.0 rpm
Power: 0.8 kW
GeneratorTemp: 30.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 12:56:10.467000
WindSpeed: 3.5 m/s
RotorSpeed: 41.0 rpm
GeneratorSpeed: 537.0 rpm
Power: 1.84 kW
GeneratorTemp: 56.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 09:11:04.558000
WindSpeed: 6.0 m/s
RotorSpeed: 62.4 rpm
GeneratorSpeed: 739.0 rpm
Power: 5.87 kW
GeneratorTemp: 47.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 14:23:10.411000
WindSpeed: 3.3 m/s
RotorSpeed: 40.9 rpm
GeneratorSpeed: 506.0 rpm
Power: 1.36 kW
GeneratorTemp: 51.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 17:17:50.360999
WindSpeed: 3.1 m/s
RotorSpeed: 33.3 rpm
GeneratorSpeed: 405.0 rpm
Power: 0.54 kW
GeneratorTemp: 46.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 12:40:28.663000
WindSpeed: 4.5 m/s
RotorSpeed: 48.8 rpm
GeneratorSpeed: 595.0 rpm
Power: 2.51 kW
GeneratorTemp: 52.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:43:12.863000
WindSpeed: 5.2 m/s
RotorSpeed: 54.6 rpm
GeneratorSpeed: 658.0 rpm
Power: 3.72 kW
GeneratorTemp: 45.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 12:04:57.480999
WindSpeed: 6.1 m/s
RotorSpeed: 65.9 rpm
GeneratorSpeed: 777.0 rpm
Power: 6.62 kW
GeneratorTemp: 48.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 09:26:57.491000
WindSpeed: 2.7 m/s
RotorSpeed: 38.6 rpm
GeneratorSpeed: 484.0 rpm
Power: 1.15 kW
GeneratorTemp: 45.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 05:57:12.232000
WindSpeed: 3.0 m/s
RotorSpeed: 37.2 rpm
GeneratorSpeed: 450.0 rpm
Power: 0.91 kW
GeneratorTemp: 19.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 13:55:38.519000
WindSpeed: 4.3 m/s
RotorSpeed: 42.2 rpm
GeneratorSpeed: 493.0 rpm
Power: 1.23 kW
GeneratorTemp: 51.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 13:51:26.147000
WindSpeed: 3.8 m/s
RotorSpeed: 54.7 rpm
GeneratorSpeed: 643.0 rpm
Power: 3.39 kW
GeneratorTemp: 53.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 17:40:40.910000
WindSpeed: 2.7 m/s
RotorSpeed: 34.5 rpm
GeneratorSpeed: 438.0 rpm
Power: 0.8 kW
GeneratorTemp: 44.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 11:26:04.884999
WindSpeed: 5.1 m/s
RotorSpeed: 57.6 rpm
GeneratorSpeed: 682.0 rpm
Power: 4.21 kW
GeneratorTemp: 47.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-27 08:11:39.689999
WindSpeed: 3.7 m/s
RotorSpeed: 50.3 rpm
GeneratorSpeed: 597.0 rpm
Power: 2.58 kW
GeneratorTemp: 48.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-29 06:15:11.278
WindSpeed: 3.2 m/s
RotorSpeed: 46.9 rpm
GeneratorSpeed: 565.0 rpm
Power: 2.14 kW
GeneratorTemp: 24.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 13:08:30.255
WindSpeed: 4.3 m/s
RotorSpeed: 60.0 rpm
GeneratorSpeed: 716.0 rpm
Power: 5.18 kW
GeneratorTemp: 44.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 21:12:31.642
WindSpeed: 2.3 m/s
RotorSpeed: 33.8 rpm
GeneratorSpeed: 425.0 rpm
Power: 0.71 kW
GeneratorTemp: 32.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 23:35:28.132
WindSpeed: 2.4 m/s
RotorSpeed: 40.9 rpm
GeneratorSpeed: 512.0 rpm
Power: 1.49 kW
GeneratorTemp: 31.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 17:20:35.854
WindSpeed: 3.5 m/s
RotorSpeed: 51.9 rpm
GeneratorSpeed: 631.0 rpm
Power: 3.25 kW
GeneratorTemp: 59.6 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 20:03:36.207
WindSpeed: 2.1 m/s
RotorSpeed: 34.2 rpm
GeneratorSpeed: 430.0 rpm
Power: 0.71 kW
GeneratorTemp: 38.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 16:50:16.198
WindSpeed: 3.7 m/s
RotorSpeed: 48.9 rpm
GeneratorSpeed: 588.0 rpm
Power: 2.5 kW
GeneratorTemp: 62.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 10:38:52.777
WindSpeed: 2.1 m/s
RotorSpeed: 33.2 rpm
GeneratorSpeed: 424.0 rpm
Power: 0.7 kW
GeneratorTemp: 31.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 22:21:40.478
WindSpeed: 2.5 m/s
RotorSpeed: 45.0 rpm
GeneratorSpeed: 551.0 rpm
Power: 1.95 kW
GeneratorTemp: 31.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 23:48:45.522
WindSpeed: 2.3 m/s
RotorSpeed: 36.2 rpm
GeneratorSpeed: 454.0 rpm
Power: 0.88 kW
GeneratorTemp: 31.2 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 18:43:20.539
WindSpeed: 2.5 m/s
RotorSpeed: 40.8 rpm
GeneratorSpeed: 500.0 rpm
Power: 1.36 kW
GeneratorTemp: 53.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 07:35:58.123
WindSpeed: 3.1 m/s
RotorSpeed: 38.6 rpm
GeneratorSpeed: 466.0 rpm
Power: 1.0 kW
GeneratorTemp: 29.8 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 13:49:09.936
WindSpeed: 2.8 m/s
RotorSpeed: 45.8 rpm
GeneratorSpeed: 558.0 rpm
Power: 2.03 kW
GeneratorTemp: 43.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 19:59:03.665
WindSpeed: 2.9 m/s
RotorSpeed: 42.6 rpm
GeneratorSpeed: 517.0 rpm
Power: 1.46 kW
GeneratorTemp: 39.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-29 02:09:00.427
WindSpeed: 2.4 m/s
RotorSpeed: 36.4 rpm
GeneratorSpeed: 441.0 rpm
Power: 0.83 kW
GeneratorTemp: 27.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-29 06:14:03.178
WindSpeed: 2.5 m/s
RotorSpeed: 40.1 rpm
GeneratorSpeed: 499.0 rpm
Power: 1.32 kW
GeneratorTemp: 24.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 19:33:28.786
WindSpeed: 2.2 m/s
RotorSpeed: 30.6 rpm
GeneratorSpeed: 382.0 rpm
Power: 0.37 kW
GeneratorTemp: 39.4 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 15:07:32.082
WindSpeed: 2.9 m/s
RotorSpeed: 40.5 rpm
GeneratorSpeed: 496.0 rpm
Power: 1.29 kW
GeneratorTemp: 41.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-29 07:30:29.521
WindSpeed: 3.3 m/s
RotorSpeed: 47.6 rpm
GeneratorSpeed: 589.0 rpm
Power: 2.49 kW
GeneratorTemp: 31.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-29 08:03:54.074
WindSpeed: 2.3 m/s
RotorSpeed: 31.4 rpm
GeneratorSpeed: 397.0 rpm
Power: 0.51 kW
GeneratorTemp: 30.1 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 13:33:15.193
WindSpeed: 4.0 m/s
RotorSpeed: 55.1 rpm
GeneratorSpeed: 658.0 rpm
Power: 3.77 kW
GeneratorTemp: 41.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 13:47:49.811
WindSpeed: 3.7 m/s
RotorSpeed: 51.7 rpm
GeneratorSpeed: 639.0 rpm
Power: 3.45 kW
GeneratorTemp: 42.7 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-29 07:39:20.685
WindSpeed: 3.3 m/s
RotorSpeed: 46.2 rpm
GeneratorSpeed: 565.0 rpm
Power: 2.17 kW
GeneratorTemp: 30.3 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 16:55:18.806
WindSpeed: 4.3 m/s
RotorSpeed: 63.7 rpm
GeneratorSpeed: 759.0 rpm
Power: 6.38 kW
GeneratorTemp: 62.9 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 18:04:28.084
WindSpeed: 4.9 m/s
RotorSpeed: 59.6 rpm
GeneratorSpeed: 723.0 rpm
Power: 5.34 kW
GeneratorTemp: 62.0 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 10:43:38.325
WindSpeed: 2.1 m/s
RotorSpeed: 27.4 rpm
GeneratorSpeed: 343.0 rpm
Power: 0.24 kW
GeneratorTemp: 32.5 °C
---"
"SCADA Log Entry:
Timestamp: 2022-05-28 10:38:49.771
WindSpeed: 2.5 m/s
RotorSpeed: 34.2 rpm
GeneratorSpeed: 444.0 rpm
Power: 0.82 kW
GeneratorTemp: 31.5 °C
---"
