RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,PowerOutput
39.2,470.0,23.3,2.1,1.26
35.4,424.0,22.4,2.1,0.83
40.7,489.0,23.0,2.4,1.44
42.9,514.0,19.6,2.4,1.7
42.3,508.0,24.2,2.5,1.62
45.5,547.0,27.7,2.6,2.13
36.3,436.0,20.6,2.1,0.91
36.0,430.0,20.5,2.1,0.88
38.7,465.0,24.0,2.2,1.18
32.3,386.0,18.8,2.4,0.52
44.0,529.0,23.3,2.4,1.88
35.6,428.0,15.2,2.5,0.83
42.7,511.0,19.7,2.4,1.66
37.2,442.0,19.0,2.4,0.98
38.2,458.0,24.0,2.2,1.09
42.2,509.0,24.1,2.4,1.67
38.2,457.0,15.6,2.7,1.13
41.3,497.0,24.3,2.4,1.55
46.2,550.0,24.3,3.1,2.17
37.2,452.0,14.5,2.2,1.11
41.3,499.0,18.7,2.3,1.5
31.7,375.0,12.8,2.2,0.43
44.2,525.0,24.2,2.6,1.83
38.3,457.0,22.5,2.1,1.12
38.6,458.0,20.6,2.2,1.14
44.7,542.0,24.9,2.5,2.11
40.7,491.0,23.3,2.3,1.48
38.1,452.0,24.3,2.4,1.04
31.9,381.0,17.9,2.3,0.51
34.6,418.0,16.1,2.3,0.78
44.3,533.0,23.7,2.7,1.98
40.3,486.0,24.4,2.4,1.39
39.1,463.0,24.9,2.2,1.18
45.9,543.0,25.0,3.0,2.1
41.9,500.0,23.7,2.5,1.56
39.5,472.0,23.2,2.1,1.25
40.8,491.0,23.5,2.4,1.47
37.7,448.0,18.8,2.7,1.02
34.4,410.0,18.4,2.5,0.69
36.8,437.0,22.2,2.2,0.92
36.6,438.0,16.2,2.3,0.98
35.5,432.0,18.2,2.2,0.93
43.0,514.0,24.2,2.6,1.69
38.2,453.0,16.4,2.5,1.06
46.1,540.0,24.1,2.7,2.03
37.8,451.0,18.8,2.5,1.03
41.6,498.0,24.1,2.7,1.51
36.5,441.0,18.7,2.3,0.99
38.6,463.0,18.8,2.3,1.17
35.1,424.0,18.7,2.5,0.83
38.8,463.0,20.5,2.2,1.19
43.1,513.0,24.0,2.5,1.69
36.0,430.0,21.5,2.3,0.84
37.7,444.0,16.0,2.6,0.97
41.4,496.0,23.2,2.4,1.46
38.1,455.0,25.3,2.1,1.11
37.6,451.0,22.4,2.1,1.06
37.7,447.0,22.4,2.2,1.06
43.2,524.0,24.1,2.7,1.84
35.7,419.0,18.8,2.1,0.73
45.5,542.0,27.9,2.7,2.08
42.7,511.0,23.7,2.5,1.68
34.4,408.0,17.9,2.4,0.71
40.8,492.0,23.9,2.3,1.49
36.3,434.0,24.1,2.1,0.89
41.5,486.0,17.9,2.7,1.41
43.3,520.0,27.7,2.5,1.78
44.1,529.0,23.6,2.6,1.89
40.5,488.0,20.6,2.3,1.43
31.4,371.0,17.9,2.2,0.41
38.0,466.0,18.7,2.5,1.2
30.3,364.0,17.8,2.2,0.39
36.3,434.0,24.4,2.1,0.89
43.8,516.0,24.6,2.9,1.78
41.7,501.0,24.1,2.5,1.55
39.2,472.0,24.2,2.4,1.26
46.0,548.0,24.1,2.8,2.16
38.0,453.0,26.5,2.1,1.06
45.5,544.0,28.3,2.8,2.06
43.3,514.0,23.9,2.5,1.68
43.6,513.0,28.2,2.7,1.7
36.0,425.0,18.5,2.4,0.76
35.9,432.0,19.7,2.2,0.88
39.1,466.0,20.5,2.3,1.26
42.2,504.0,28.1,2.4,1.62
38.1,452.0,19.7,2.2,1.07
43.0,519.0,24.5,2.6,1.79
40.0,479.0,18.7,2.4,1.33
42.9,519.0,24.4,2.6,1.74
40.6,490.0,24.8,2.3,1.41
39.5,473.0,24.1,2.3,1.28
40.9,490.0,19.4,2.3,1.44
36.4,442.0,16.0,2.2,1.01
44.2,527.0,28.4,2.7,1.86
33.7,405.0,22.4,2.1,0.64
38.1,456.0,20.6,2.2,1.09
47.0,573.0,17.7,3.0,2.51
33.2,386.0,17.9,2.2,0.53
41.3,495.0,23.2,2.4,1.44
39.3,469.0,24.1,2.2,1.26
37.7,453.0,23.2,2.3,1.08
39.3,472.0,23.5,2.1,1.21
36.5,437.0,22.3,2.1,0.97
43.2,516.0,27.8,2.3,1.7
42.7,511.0,24.7,2.6,1.66
36.6,435.0,17.9,2.4,0.94
35.5,426.0,15.2,2.3,0.81
37.7,445.0,22.5,2.1,1.01
44.8,541.0,24.1,2.8,2.02
39.7,478.0,15.2,3.3,1.29
38.2,460.0,25.2,2.1,1.1
36.8,440.0,19.8,2.2,0.95
37.4,451.0,23.6,2.1,1.08
35.8,428.0,15.4,2.5,0.8
42.6,513.0,24.1,2.7,1.75
40.8,492.0,23.8,2.4,1.47
37.2,444.0,20.6,2.3,0.99
37.7,452.0,24.4,2.1,1.1
37.3,444.0,15.7,2.4,0.95
40.2,486.0,23.3,2.4,1.4
44.7,530.0,24.3,3.0,1.88
43.0,514.0,28.1,2.5,1.76
47.5,570.0,28.2,2.9,2.42
35.8,432.0,21.5,2.2,0.89
38.5,461.0,24.4,2.3,1.17
45.1,542.0,24.1,2.8,2.07
42.6,514.0,23.3,2.4,1.65
40.3,483.0,13.3,2.3,1.42
37.8,455.0,20.5,2.2,1.1
38.4,454.0,23.8,2.1,1.11
41.2,497.0,23.2,2.4,1.52
45.4,542.0,24.0,2.7,2.09
39.3,468.0,22.5,2.3,1.2
45.4,529.0,18.8,2.7,1.89
40.8,488.0,23.9,2.3,1.43
35.0,413.0,22.3,2.1,0.69
38.0,455.0,19.8,2.1,1.07
44.5,536.0,28.6,2.5,1.92
36.8,435.0,19.8,2.2,0.92
42.6,510.0,24.6,2.6,1.66
45.8,553.0,24.3,2.7,2.19
35.1,416.0,18.8,2.3,0.79
43.2,521.0,24.8,2.5,1.79
42.5,503.0,24.1,2.5,1.51
43.8,527.0,24.7,2.5,1.83
44.2,526.0,24.1,2.5,1.88
44.7,541.0,24.7,2.8,2.1
43.0,518.0,23.8,2.6,1.77
49.3,599.0,20.3,3.0,2.94
38.1,457.0,24.6,2.2,1.12
42.5,506.0,24.1,2.6,1.6
36.1,437.0,16.1,2.5,0.94
38.0,453.0,14.3,2.2,1.06
27.2,317.0,16.1,2.1,0.16
16.5,174.0,7.7,2.5,0.07
35.7,425.0,15.6,2.1,0.82
32.9,392.0,15.6,2.2,0.6
29.0,341.0,10.5,2.2,0.27
38.4,458.0,15.6,2.3,1.13
39.8,484.0,14.2,2.2,1.38
37.9,456.0,8.0,2.1,1.12
38.2,460.0,14.3,2.3,1.15
38.6,463.0,16.6,2.8,1.22
37.0,447.0,16.0,2.6,1.02
35.2,423.0,15.5,2.1,0.78
38.3,460.0,12.4,2.5,1.2
34.5,410.0,12.5,2.1,0.72
36.0,429.0,16.0,2.5,0.86
32.3,379.0,15.6,2.1,0.42
35.6,430.0,16.5,2.4,0.88
44.3,529.0,14.2,2.6,1.94
35.7,428.0,15.2,2.1,0.83
35.8,427.0,16.0,2.5,0.85
40.2,474.0,16.2,2.2,1.29
28.2,336.0,16.1,2.5,0.24
38.1,452.0,15.2,2.4,1.04
37.4,454.0,14.3,2.2,1.09
41.2,492.0,15.9,2.8,1.47
37.9,449.0,15.5,2.3,1.06
35.8,426.0,15.1,2.1,0.8
35.2,418.0,14.3,2.1,0.76
33.4,396.0,15.5,2.5,0.62
35.3,414.0,13.4,2.2,0.73
34.1,409.0,12.5,2.4,0.69
34.8,419.0,16.1,2.5,0.8
37.3,451.0,16.0,2.4,1.05
43.2,515.0,13.8,2.8,1.74
35.4,420.0,16.0,2.6,0.79
24.7,290.0,10.6,2.2,0.02
38.3,445.0,16.1,2.5,0.91
35.4,427.0,15.6,2.3,0.85
34.4,417.0,12.4,2.2,0.77
34.0,411.0,15.2,2.1,0.74
32.3,388.0,14.7,2.4,0.52
34.0,403.0,9.7,2.2,0.66
37.6,452.0,14.5,2.3,1.08
38.6,466.0,16.1,2.4,1.22
32.7,387.0,15.3,2.2,0.48
36.1,433.0,14.2,2.1,0.91
29.8,349.0,15.6,2.3,0.29
38.1,450.0,14.3,2.3,1.08
38.9,459.0,12.4,2.7,1.1
36.6,437.0,15.1,2.2,0.95
38.2,462.0,14.2,2.1,1.2
36.3,429.0,13.5,2.2,0.83
31.3,383.0,12.8,2.3,0.54
38.1,457.0,16.6,2.4,1.14
37.0,439.0,15.2,2.1,0.91
38.7,461.0,12.3,2.6,1.16
37.0,441.0,15.2,2.2,0.96
36.5,434.0,14.5,2.1,0.87
34.2,414.0,15.2,2.1,0.76
35.7,425.0,15.1,2.1,0.79
35.1,414.0,15.6,2.4,0.68
35.7,429.0,16.5,2.2,0.87
35.6,429.0,15.6,2.2,0.88
30.8,359.0,14.9,2.5,0.34
35.0,416.0,16.0,2.5,0.74
45.0,532.0,14.0,2.9,1.96
38.1,457.0,16.0,2.4,1.12
42.4,508.0,13.5,2.7,1.64
37.0,447.0,8.1,2.1,1.09
41.6,484.0,13.9,2.3,1.32
32.0,377.0,15.3,2.3,0.45
39.2,467.0,12.4,2.7,1.21
42.1,509.0,13.3,2.5,1.72
27.1,304.0,14.2,3.1,0.1
39.1,466.0,16.3,2.5,1.17
36.6,443.0,16.4,2.4,1.05
34.8,420.0,15.6,2.3,0.8
37.9,455.0,13.2,2.9,1.08
34.4,407.0,14.3,2.1,0.66
33.0,391.0,15.3,2.1,0.56
33.2,384.0,14.9,2.2,0.46
36.5,431.0,15.9,2.5,0.89
38.6,460.0,16.3,2.1,1.15
35.6,427.0,15.6,2.3,0.86
37.5,444.0,15.3,2.2,0.96
37.1,444.0,16.1,2.1,0.98
34.7,413.0,15.2,2.1,0.7
34.8,416.0,16.0,2.5,0.72
36.7,439.0,13.5,2.3,0.96
33.9,411.0,15.5,2.1,0.72
29.2,354.0,10.5,2.1,0.3
32.7,390.0,14.8,2.4,0.55
35.8,426.0,15.6,2.1,0.84
38.9,464.0,14.2,2.2,1.25
42.7,511.0,13.5,3.0,1.69
35.4,427.0,15.7,2.2,0.87
32.7,394.0,15.2,2.1,0.59
38.2,460.0,16.4,2.4,1.12
33.9,401.0,9.7,2.2,0.64
33.7,394.0,14.3,2.2,0.6
31.9,369.0,14.2,2.6,0.42
35.7,423.0,14.5,2.1,0.82
33.1,396.0,15.5,2.3,0.62
36.6,435.0,12.4,2.3,0.88
38.9,465.0,16.5,2.7,1.14
38.0,454.0,12.4,2.3,1.15
27.4,322.0,16.1,2.3,0.16
35.1,422.0,15.6,2.3,0.81
38.9,452.0,13.5,2.4,1.06
37.2,443.0,13.5,2.5,1.01
39.5,471.0,15.9,2.6,1.21
34.1,411.0,12.4,2.2,0.72
34.0,404.0,15.4,2.6,0.68
39.9,474.0,15.9,2.6,1.27
37.8,463.0,13.6,2.1,1.2
36.4,442.0,13.6,2.1,1.01
37.5,445.0,14.8,2.1,1.01
39.7,475.0,15.1,2.2,1.33
29.3,349.0,10.6,2.2,0.28
37.7,446.0,15.2,2.6,1.0
35.2,416.0,15.2,2.4,0.71
37.6,446.0,15.3,2.2,0.98
31.3,359.0,14.2,2.8,0.34
35.6,425.0,15.5,2.5,0.81
36.6,433.0,12.5,2.4,0.9
35.9,428.0,15.1,2.1,0.83
42.8,513.0,13.3,2.5,1.71
34.5,413.0,15.2,2.1,0.7
30.6,363.0,15.3,2.1,0.35
29.7,358.0,10.6,2.2,0.38
43.3,518.0,13.3,2.6,1.79
37.9,456.0,13.2,2.9,1.09
38.8,465.0,16.2,2.3,1.18
40.9,480.0,12.6,2.6,1.35
12.4,51.0,8.6,2.4,1.22
44.5,528.0,13.6,3.0,1.92
38.9,470.0,16.2,2.4,1.28
39.2,471.0,14.2,2.2,1.32
35.9,434.0,12.4,3.0,0.93
37.0,439.0,14.9,2.3,0.94
40.9,494.0,13.9,2.5,1.55
35.8,434.0,16.1,2.5,0.92
43.7,525.0,14.2,2.4,1.93
33.1,399.0,15.1,2.4,0.64
36.8,441.0,16.1,2.1,0.98
34.2,408.0,16.1,2.1,0.68
38.5,459.0,15.6,2.3,1.11
35.2,423.0,15.2,2.2,0.85
32.7,396.0,12.5,2.1,0.62
35.3,426.0,14.3,2.2,0.86
37.4,444.0,15.6,2.1,1.02
32.1,377.0,15.3,2.2,0.45
29.7,358.0,15.8,2.1,0.35
37.8,452.0,14.3,2.3,1.08
40.9,487.0,14.9,2.5,1.42
40.5,482.0,13.3,2.4,1.36
38.0,455.0,16.6,2.4,1.12
43.2,513.0,13.3,2.5,1.76
36.0,430.0,16.1,2.6,0.87
37.9,457.0,13.2,2.8,1.12
38.9,464.0,16.2,2.2,1.23
27.2,318.0,15.1,2.1,0.18
37.9,454.0,14.7,2.1,1.06
36.7,436.0,13.4,2.1,0.88
35.7,426.0,16.1,2.5,0.84
35.6,429.0,14.2,2.1,0.88
34.7,420.0,14.1,2.1,0.8
36.0,435.0,16.7,2.1,0.88
32.8,390.0,10.7,2.1,0.55
24.4,285.0,10.6,2.2,0.01
37.7,436.0,16.1,2.4,0.82
37.3,450.0,12.6,3.0,1.09
36.8,436.0,13.5,2.3,0.92
46.5,556.0,14.0,2.7,2.29
32.5,385.0,15.4,2.5,0.53
44.9,534.0,14.2,2.8,2.03
36.5,435.0,13.2,2.4,0.93
38.7,463.0,14.3,2.4,1.17
38.8,471.0,12.6,2.9,1.27
33.0,396.0,14.0,2.2,0.59
29.0,347.0,12.5,2.1,0.29
39.5,472.0,16.2,2.2,1.28
46.3,555.0,14.0,3.0,2.24
39.8,488.0,13.6,2.1,1.45
34.6,409.0,12.4,2.4,0.66
35.7,427.0,15.5,2.5,0.87
33.6,413.0,12.8,2.3,0.77
34.0,402.0,15.2,2.2,0.62
39.1,464.0,12.4,2.7,1.15
37.4,451.0,15.1,2.6,1.06
41.2,491.0,16.0,2.8,1.49
35.9,429.0,16.6,2.2,0.85
39.5,474.0,15.1,2.2,1.3
36.2,431.0,14.3,2.1,0.91
38.1,453.0,14.3,2.3,1.11
39.4,462.0,14.6,3.1,1.14
38.3,468.0,13.6,2.1,1.25
37.3,450.0,15.5,2.2,1.1
33.5,403.0,15.5,2.1,0.67
38.8,467.0,14.2,2.1,1.26
41.0,484.0,12.6,3.0,1.4
32.4,389.0,14.6,2.4,0.56
41.2,503.0,13.3,2.5,1.64
37.5,452.0,12.6,3.1,1.08
37.6,446.0,13.3,2.4,1.02
36.1,430.0,15.1,2.2,0.89
37.9,445.0,16.0,2.5,1.02
17.2,118.0,13.9,3.0,0.8
33.9,409.0,14.9,2.2,0.7
36.1,433.0,15.2,2.2,0.88
36.9,446.0,13.5,2.3,1.02
37.1,445.0,15.6,2.1,1.05
31.9,380.0,15.1,2.1,0.47
31.3,369.0,15.3,2.2,0.42
35.9,435.0,15.1,2.2,0.93
37.9,451.0,14.3,2.3,1.1
37.0,448.0,14.4,2.2,1.01
35.7,422.0,14.2,2.1,0.8
29.5,335.0,14.2,2.8,0.2
32.0,379.0,15.1,2.1,0.49
30.1,359.0,10.6,2.3,0.38
34.7,422.0,15.2,2.2,0.81
37.7,462.0,13.3,2.1,1.23
35.9,429.0,16.1,2.6,0.86
32.9,395.0,15.6,2.2,0.59
36.3,428.0,15.9,2.1,0.85
36.7,444.0,16.1,2.4,1.0
37.2,448.0,16.0,2.6,1.03
37.1,438.0,16.0,2.5,0.96
29.7,354.0,10.6,2.4,0.3
31.9,376.0,15.1,2.6,0.43
36.8,442.0,13.5,2.5,0.99
37.8,455.0,14.3,2.1,1.12
39.6,470.0,13.3,2.4,1.24
27.7,333.0,15.2,2.2,0.24
37.7,447.0,13.2,2.7,1.04
36.5,438.0,14.9,2.1,0.95
37.7,453.0,16.4,2.2,1.05
38.0,451.0,15.2,2.4,1.04
33.4,404.0,12.5,2.1,0.67
37.5,450.0,15.1,2.6,1.04
35.2,424.0,14.9,2.4,0.84
36.0,430.0,16.1,2.7,0.86
36.8,444.0,13.5,2.3,1.0
35.8,432.0,16.5,2.4,0.92
40.6,488.0,14.9,2.2,1.43
37.6,458.0,16.0,2.2,1.16
32.5,383.0,15.3,2.2,0.46
28.8,345.0,16.0,2.2,0.29
28.8,346.0,16.0,2.2,0.3
37.8,450.0,14.5,2.3,1.05
30.1,359.0,10.6,2.3,0.37
32.8,395.0,15.5,2.2,0.6
46.0,554.0,14.0,2.7,2.24
43.1,517.0,13.8,2.8,1.75
35.5,424.0,16.0,2.6,0.82
37.8,450.0,14.8,2.1,1.06
34.4,408.0,15.2,2.2,0.69
39.6,470.0,14.3,2.5,1.27
35.6,420.0,15.1,2.4,0.77
35.6,427.0,14.2,2.1,0.87
31.3,366.0,15.6,2.1,0.35
39.0,472.0,12.6,2.9,1.32
31.6,369.0,14.5,2.2,0.42
39.3,478.0,12.7,2.9,1.38
36.3,441.0,14.0,2.1,1.0
37.1,448.0,15.6,2.4,1.08
35.3,425.0,8.1,2.1,0.86
34.7,421.0,13.2,2.2,0.79
35.6,427.0,15.5,2.3,0.86
39.8,481.0,16.2,2.7,1.34
35.7,420.0,15.6,2.4,0.75
42.4,504.0,13.5,2.6,1.56
35.5,420.0,15.5,2.4,0.79
37.0,445.0,16.1,2.1,0.98
38.9,467.0,14.2,2.2,1.27
36.5,432.0,14.2,2.1,0.87
38.0,453.0,14.4,2.3,1.07
30.4,352.0,15.2,2.3,0.27
36.3,423.0,14.9,2.7,0.77
35.1,425.0,15.5,2.1,0.79
32.5,390.0,14.0,2.1,0.56
35.0,418.0,16.1,2.7,0.8
37.7,454.0,12.4,2.3,1.15
38.2,460.0,8.0,2.3,1.2
35.2,412.0,12.4,2.2,0.73
33.2,398.0,15.4,2.1,0.65
32.6,391.0,13.0,2.1,0.59
35.9,433.0,14.3,2.2,0.91
39.8,476.0,15.1,2.1,1.31
34.7,409.0,14.3,2.3,0.69
34.0,413.0,14.5,2.1,0.76
34.0,404.0,9.7,2.2,0.69
41.1,478.0,13.4,2.8,1.34
36.0,426.0,15.1,2.1,0.86
32.1,377.0,13.0,2.3,0.44
37.7,453.0,14.7,2.5,1.09
36.0,427.0,13.1,2.3,0.82
25.8,292.0,14.2,3.1,0.04
38.2,470.0,14.0,2.4,1.29
38.0,456.0,13.2,2.9,1.1
38.5,460.0,14.3,2.4,1.19
35.2,422.0,14.6,2.1,0.79
34.5,411.0,15.5,2.1,0.69
33.5,396.0,12.4,2.1,0.6
42.4,502.0,13.3,2.7,1.59
42.9,508.0,13.3,2.7,1.7
35.9,428.0,16.1,2.6,0.85
35.5,428.0,15.7,2.2,0.88
32.6,392.0,14.0,2.2,0.57
35.8,431.0,14.2,2.1,0.9
36.2,433.0,15.2,2.3,0.9
31.9,383.0,14.3,2.1,0.51
39.0,457.0,16.1,2.5,1.07
43.1,517.0,13.3,2.6,1.77
40.3,474.0,14.6,2.9,1.26
34.4,407.0,13.1,2.3,0.66
39.8,477.0,15.1,2.1,1.3
40.6,478.0,14.6,2.9,1.3
36.7,440.0,15.3,2.1,0.96
34.7,409.0,14.6,2.2,0.69
36.9,431.0,15.2,2.7,0.87
34.3,413.0,12.5,2.5,0.72
32.8,394.0,15.2,2.1,0.58
35.5,427.0,13.8,2.2,0.86
41.3,496.0,13.9,2.5,1.58
33.4,390.0,14.5,2.2,0.56
34.6,419.0,15.2,2.1,0.78
32.5,389.0,14.0,2.1,0.57
33.2,398.0,15.3,2.1,0.61
33.5,403.0,9.7,2.1,0.69
38.2,465.0,14.7,2.1,1.22
36.8,434.0,8.0,2.3,0.89
33.8,407.0,15.7,2.1,0.67
36.3,429.0,15.6,2.4,0.84
40.7,499.0,13.5,2.5,1.6
23.4,265.0,14.1,2.1,0.01
36.0,430.0,12.2,2.2,0.88
36.0,439.0,12.4,2.1,0.96
28.9,345.0,16.0,2.5,0.24
37.9,459.0,16.1,2.2,1.17
41.3,490.0,13.3,2.5,1.41
41.3,493.0,14.9,2.5,1.45
37.7,454.0,12.6,3.1,1.1
31.4,367.0,14.8,2.5,0.37
41.7,509.0,13.5,2.5,1.73
33.9,404.0,15.2,2.1,0.65
38.2,452.0,12.4,2.1,1.13
34.8,418.0,13.2,2.2,0.79
23.9,279.0,15.0,2.3,0.05
35.9,428.0,15.6,2.4,0.84
28.9,346.0,12.5,2.1,0.27
45.0,547.0,14.1,2.7,2.19
35.3,423.0,15.2,2.1,0.79
36.2,430.0,13.1,2.4,0.85
40.6,482.0,14.6,2.9,1.35
40.1,487.0,14.0,2.4,1.45
37.9,453.0,16.4,2.2,1.04
36.9,440.0,16.1,2.1,0.97
37.1,438.0,13.5,2.5,0.93
36.6,439.0,8.1,2.1,1.02
39.3,468.0,15.9,2.5,1.2
34.9,424.0,13.2,2.2,0.82
44.3,529.0,14.2,2.6,1.93
34.0,408.0,9.7,2.2,0.72
35.6,428.0,16.1,2.1,0.79
36.0,430.0,12.2,2.2,0.89
39.9,481.0,15.1,2.1,1.35
39.9,468.0,14.6,3.1,1.2
36.4,439.0,16.6,2.3,0.97
42.8,511.0,13.3,2.5,1.71
39.6,473.0,16.2,2.2,1.3
37.5,450.0,16.1,2.3,1.04
36.4,432.0,13.4,2.1,0.88
38.3,459.0,15.6,2.3,1.11
35.6,427.0,15.5,2.5,0.84
34.8,413.0,15.0,2.1,0.74
39.1,467.0,8.1,2.3,1.32
34.4,418.0,15.2,2.2,0.8
27.5,331.0,15.2,2.2,0.21
36.5,431.0,15.5,2.7,0.87
36.3,435.0,13.4,2.3,0.91
33.7,404.0,9.7,2.1,0.73
35.8,426.0,15.2,2.1,0.85
33.4,398.0,15.5,2.7,0.64
37.7,452.0,15.2,2.5,1.08
38.3,450.0,16.0,2.3,1.06
37.3,455.0,14.0,2.1,1.15
35.7,429.0,14.2,2.1,0.86
32.2,377.0,14.5,2.2,0.45
28.8,345.0,16.0,2.5,0.26
37.2,447.0,13.3,2.1,1.0
34.9,418.0,16.1,2.7,0.79
36.0,425.0,8.1,2.3,0.84
40.7,491.0,15.0,2.2,1.45
37.0,446.0,16.1,2.1,0.97
38.3,460.0,13.3,2.2,1.17
37.0,446.0,14.8,2.2,1.03
36.0,427.0,14.9,2.1,0.84
36.7,435.0,15.1,2.1,0.92
28.8,345.0,16.0,2.5,0.25
35.4,425.0,16.1,2.5,0.86
36.2,430.0,16.0,2.5,0.89
43.0,515.0,13.8,2.8,1.74
36.8,437.0,14.9,2.3,0.93
38.2,452.0,16.0,2.7,1.06
34.7,413.0,13.2,2.3,0.71
39.2,468.0,8.1,2.7,1.3
37.4,450.0,13.6,2.2,1.06
41.2,503.0,13.5,2.5,1.67
32.3,379.0,12.4,2.1,0.45
38.0,459.0,12.6,2.7,1.17
44.9,537.0,14.2,2.8,2.02
33.7,399.0,15.1,2.3,0.62
36.2,433.0,13.1,2.4,0.89
33.6,403.0,15.3,2.2,0.67
37.5,443.0,13.8,2.3,0.99
33.5,399.0,15.5,2.7,0.63
39.7,473.0,14.3,2.5,1.28
39.4,481.0,13.6,2.1,1.38
36.6,438.0,14.9,2.1,0.95
32.8,384.0,15.6,2.1,0.47
35.4,419.0,14.6,2.2,0.78
36.6,440.0,16.1,2.5,0.98
33.9,400.0,13.4,2.1,0.64
36.3,433.0,13.1,2.4,0.92
38.3,461.0,15.2,2.3,1.18
36.5,433.0,16.0,2.5,0.92
32.3,390.0,14.7,2.4,0.54
38.6,461.0,12.4,2.6,1.17
33.1,402.0,15.4,2.1,0.65
41.4,506.0,14.2,2.3,1.67
44.6,531.0,14.2,2.6,1.99
32.8,393.0,15.1,2.4,0.58
38.6,469.0,12.6,2.9,1.24
38.3,460.0,14.3,2.4,1.16
36.6,435.0,15.7,2.2,0.92
37.0,440.0,13.8,2.3,0.95
37.3,449.0,16.1,2.3,1.05
38.9,466.0,16.5,2.8,1.21
34.2,418.0,12.8,2.3,0.82
35.6,423.0,15.5,2.5,0.8
38.5,463.0,14.2,2.3,1.18
38.3,460.0,16.1,2.3,1.09
36.2,424.0,12.4,2.6,0.8
38.6,458.0,16.2,2.3,1.13
44.9,534.0,14.2,2.8,2.02
34.5,414.0,14.3,2.1,0.73
38.9,465.0,16.1,2.2,1.24
29.9,358.0,10.6,2.2,0.4
32.6,393.0,15.0,2.1,0.59
38.7,465.0,14.2,2.3,1.23
37.4,447.0,13.3,2.1,1.0
37.9,459.0,16.4,2.4,1.11
34.5,409.0,16.1,2.1,0.69
39.2,465.0,8.0,2.6,1.2
35.5,426.0,13.8,2.2,0.87
36.5,434.0,15.1,2.1,0.89
32.6,391.0,13.0,2.1,0.57
32.7,391.0,15.1,2.4,0.59
38.3,461.0,13.3,2.2,1.2
38.2,456.0,12.4,2.1,1.15
37.6,448.0,16.1,2.3,1.02
36.9,439.0,15.4,2.7,0.93
39.0,466.0,16.5,2.7,1.2
30.9,379.0,12.8,2.3,0.51
35.0,419.0,16.1,2.7,0.8
28.8,344.0,16.0,2.5,0.25
34.7,418.0,12.5,2.5,0.78
39.5,475.0,14.2,2.2,1.32
36.2,427.0,15.5,2.7,0.82
32.6,387.0,15.4,2.5,0.55
12.5,120.0,8.6,2.4,0.29
38.1,462.0,16.0,2.2,1.2
33.8,405.0,15.7,2.1,0.67
39.5,468.0,14.3,2.5,1.23
36.1,433.0,14.2,2.1,0.88
39.5,471.0,15.9,2.6,1.23
34.9,420.0,14.9,2.3,0.76
33.2,395.0,15.5,2.5,0.6
44.2,533.0,14.1,2.3,2.0
36.5,438.0,13.5,2.3,0.97
38.5,468.0,16.0,2.6,1.23
45.4,540.0,14.0,2.9,2.09
39.0,464.0,16.3,2.4,1.17
38.6,456.0,14.3,2.5,1.1
34.6,414.0,14.5,2.1,0.77
35.5,426.0,15.2,2.2,0.85
35.5,430.0,15.5,2.1,0.86
34.9,423.0,15.2,2.1,0.8
37.9,450.0,14.4,2.3,1.05
34.6,414.0,16.0,2.3,0.72
38.0,456.0,16.0,2.7,1.11
37.8,453.0,16.2,2.1,1.1
36.4,431.0,14.5,2.1,0.84
37.3,451.0,14.3,2.1,1.07
41.6,485.0,13.6,3.0,1.39
41.0,492.0,16.0,2.9,1.49
34.2,413.0,14.2,2.1,0.73
36.7,443.0,15.1,2.2,0.99
34.8,414.0,12.4,2.4,0.72
44.6,541.0,14.1,2.7,2.14
36.9,440.0,16.1,2.1,0.96
32.9,397.0,15.0,2.2,0.62
33.9,408.0,12.4,2.2,0.72
34.8,417.0,14.3,2.1,0.72
33.0,385.0,14.5,2.2,0.5
33.0,399.0,15.0,2.2,0.64
36.8,448.0,14.3,2.2,1.06
36.8,435.0,15.9,2.5,0.93
36.1,430.0,13.4,2.1,0.89
38.1,455.0,13.2,2.9,1.07
36.3,436.0,16.8,2.5,0.94
32.4,389.0,14.6,2.4,0.57
35.2,425.0,15.2,2.1,0.81
31.1,374.0,15.2,2.1,0.44
38.4,460.0,16.4,2.5,1.16
30.8,359.0,15.6,2.3,0.36
40.5,487.0,16.0,2.8,1.45
46.6,557.0,14.0,2.7,2.28
36.7,444.0,15.6,2.1,1.03
32.6,399.0,12.8,2.3,0.64
38.0,459.0,15.2,2.3,1.15
38.6,461.0,14.3,2.4,1.17
39.4,472.0,15.9,2.6,1.2
37.8,453.0,14.3,2.3,1.1
26.8,311.0,16.1,2.1,0.13
34.6,411.0,13.1,2.3,0.68
39.2,465.0,13.3,2.3,1.18
37.3,444.0,15.4,2.4,0.94
40.9,488.0,12.6,3.0,1.43
38.4,460.0,15.6,2.3,1.14
36.2,431.0,14.9,2.1,0.85
37.8,453.0,15.2,2.5,1.07
31.0,371.0,12.2,2.1,0.42
32.7,390.0,15.4,2.5,0.55
13.2,125.0,13.1,2.1,0.28
38.5,453.0,15.3,2.1,1.06
33.7,404.0,13.1,2.3,0.67
35.6,422.0,15.1,2.1,0.79
35.0,419.0,12.5,2.5,0.8
37.4,452.0,13.2,2.3,1.07
34.6,416.0,14.3,2.1,0.74
40.8,497.0,13.3,2.3,1.57
